year,state,state_ansi,crop,acres_harvested,acres_planted,production_dollars,production_bu,yield_buperacre
2024,TENNESSEE,47,WHEAT,"325,000","385,000","129,188,000","24,375,000",75
2024,TEXAS,48,WHEAT,"2,600,000","5,500,000","437,658,000","80,600,000",31
2024,UTAH,49,WHEAT,"99,000","115,000","25,710,000","4,851,000",49
2024,VIRGINIA,51,WHEAT,"85,000","150,000","29,172,000","5,610,000",66
2024,WASHINGTON,53,WHEAT,"2,240,000","2,295,000","747,103,000","143,570,000",64.1
2024,WISCONSIN,55,WHEAT,"220,000","265,000","85,690,000","18,040,000",82
2024,WYOMING,56,WHEAT,"91,000","110,000","14,669,000","2,821,000",31
2023,ALABAMA,1,CORN,320000,330000,276570000,52480000,164
2023,ARIZONA,4,CORN,38000,105000,51117000,7828000,206
2023,ARKANSAS,5,CORN,830000,850000,754893000,151890000,183
2023,CALIFORNIA,6,CORN,40000,400000,42150000,7120000,178
2023,COLORADO,8,CORN,1015000,1330000,622865000,123830000,122
2023,CONNECTICUT,9,CORN,,24000,,,
2023,DELAWARE,10,CORN,172000,175000,148887000,32508000,189
2023,FLORIDA,12,CORN,62000,90000,52409000,9796000,158
2023,GEORGIA,13,CORN,440000,485000,405768000,76560000,174
2023,IDAHO,16,CORN,115000,360000,129098000,23345000,203
2023,ILLINOIS,17,CORN,11050000,11200000,10152298000,2276300000,206
2023,INDIANA,18,CORN,5310000,5450000,4850685000,1077930000,203
2023,IOWA,19,CORN,12550000,13100000,11628956000,2522550000,201
2023,KANSAS,20,CORN,5150000,5750000,2898781000,612850000,119
2023,KENTUCKY,21,CORN,1500000,1600000,1332375000,280500000,187
2023,LOUISIANA,22,CORN,680000,700000,634270000,119000000,175
2023,MAINE,23,CORN,,28000,,,
2023,MARYLAND,24,CORN,440000,480000,332508000,72600000,165
2023,MASSACHUSETTS,25,CORN,,14000,,,
2023,MICHIGAN,26,CORN,2060000,2400000,1450075000,346080000,168
2023,MINNESOTA,27,CORN,8180000,8600000,6688786000,1513300000,185
2023,MISSISSIPPI,28,CORN,770000,790000,684307000,139370000,181
2023,MISSOURI,29,CORN,3670000,3850000,2582946000,561510000,153
2023,MONTANA,30,CORN,68000,135000,45264000,8772000,129
2023,NEBRASKA,31,CORN,9500000,9950000,8091720000,1729000000,182
2023,NEVADA,32,CORN,,13000,,,
2023,NEW HAMPSHIRE,33,CORN,,13000,,,
2023,NEW JERSEY,34,CORN,65000,74000,49686000,10920000,168
2023,NEW MEXICO,35,CORN,47000,125000,42982000,7285000,155
2023,NEW YORK,36,CORN,600000,1040000,398772000,95400000,159
2023,NORTH CAROLINA,37,CORN,900000,950000,738234000,132300000,147
2023,NORTH DAKOTA,38,CORN,3800000,4050000,2249676000,543400000,143
2023,OHIO,39,CORN,3400000,3600000,2955348000,673200000,198
2023,OKLAHOMA,40,CORN,340000,390000,273564000,50660000,149
2023,OREGON,41,CORN,55000,95000,66971000,11770000,214
2023,PENNSYLVANIA,42,CORN,680000,1040000,509245000,106760000,157
2023,RHODE ISLAND,44,CORN,,2000,,,
2023,SOUTH CAROLINA,45,CORN,350000,365000,286125000,52500000,150
2023,SOUTH DAKOTA,46,CORN,5620000,6300000,3664690000,854240000,152
2023,TENNESSEE,47,CORN,890000,940000,731358000,153970000,173
2023,TEXAS,48,CORN,2100000,2500000,1398852000,256200000,122
2023,UTAH,49,CORN,27000,75000,29471000,4995000,185
2023,VERMONT,50,CORN,,89000,,,
2023,VIRGINIA,51,CORN,370000,495000,296259000,58090000,157
2023,WASHINGTON,53,CORN,75000,160000,93600000,18000000,240
2023,WEST VIRGINIA,54,CORN,30000,44000,21750000,4350000,145
2023,WISCONSIN,55,CORN,3140000,4000000,2370826000,552640000,176
2023,WYOMING,56,CORN,57000,85000,51454000,8721000,153
2023,ALABAMA,1,SOYBEANS,340000,350000,184212000,14620000,43
2023,ARKANSAS,5,SOYBEANS,2950000,2980000,2039040000,159300000,54
2023,DELAWARE,10,SOYBEANS,148000,150000,80334000,6808000,46
2023,GEORGIA,13,SOYBEANS,155000,160000,83313000,6665000,43
2023,ILLINOIS,17,SOYBEANS,10300000,10350000,8046360000,648900000,63
2023,INDIANA,18,SOYBEANS,5480000,5500000,4211928000,334280000,61
2023,IOWA,19,SOYBEANS,9880000,9950000,6991088000,573040000,58
2023,KANSAS,20,SOYBEANS,3980000,4430000,1272804000,103480000,26
2023,KENTUCKY,21,SOYBEANS,1820000,1830000,1281280000,100100000,55
2023,LOUISIANA,22,SOYBEANS,980000,1030000,521360000,39200000,40
2023,MARYLAND,24,SOYBEANS,460000,470000,255116000,21620000,47
2023,MICHIGAN,26,SOYBEANS,2020000,2040000,1189376000,92920000,46
2023,MINNESOTA,27,SOYBEANS,7280000,7350000,4228224000,349440000,48
2023,MISSISSIPPI,28,SOYBEANS,2130000,2180000,1574496000,119280000,56
2023,MISSOURI,29,SOYBEANS,5520000,5600000,3285504000,264960000,48
2023,NEBRASKA,31,SOYBEANS,5180000,5250000,3254594000,266770000,51.5
2023,NEW JERSEY,34,SOYBEANS,98000,100000,51411000,4214000,43
2023,NEW YORK,36,SOYBEANS,340000,350000,216750000,17340000,51
2023,NORTH CAROLINA,37,SOYBEANS,1620000,1640000,792099000,62370000,38.5
2023,NORTH DAKOTA,38,SOYBEANS,6160000,6200000,2624160000,218680000,35.5
2023,OHIO,39,SOYBEANS,4730000,4750000,3429250000,274340000,58
2023,OKLAHOMA,40,SOYBEANS,400000,460000,133120000,10400000,26
2023,PENNSYLVANIA,42,SOYBEANS,560000,570000,329000000,26320000,47
2023,SOUTH CAROLINA,45,SOYBEANS,385000,395000,195195000,15015000,39
2023,SOUTH DAKOTA,46,SOYBEANS,5070000,5100000,2676960000,223080000,44
2023,TENNESSEE,47,SOYBEANS,1570000,1600000,1008882000,80070000,51
2023,TEXAS,48,SOYBEANS,85000,125000,26563000,2125000,25
2023,VIRGINIA,51,SOYBEANS,570000,580000,270750000,21660000,38
2023,WISCONSIN,55,SOYBEANS,2060000,2110000,1302744000,105060000,51
2023,ALABAMA,1,WHEAT,"145,000","205,000","69,600,000","10,875,000",75
2023,ARIZONA,4,WHEAT,"37,000","38,000","41,159,000","3,811,000",103
2023,ARKANSAS,5,WHEAT,"165,000","230,000","60,004,000","9,405,000",57
2023,CALIFORNIA,6,WHEAT,"97,000","338,000","77,506,000","8,338,000",86
2023,COLORADO,8,WHEAT,"1,730,000","2,300,000","452,533,000","70,930,000",41
2023,DELAWARE,10,WHEAT,"69,000","80,000","38,088,000","6,348,000",92
2023,GEORGIA,13,WHEAT,"85,000","195,000","26,881,000","4,675,000",55
2023,IDAHO,16,WHEAT,"1,035,000","1,170,000","613,016,000","89,110,000",86.1
2023,ILLINOIS,17,WHEAT,"780,000","840,000","428,197,000","67,860,000",87
2023,INDIANA,18,WHEAT,"335,000","405,000","196,632,000","30,820,000",92
2023,KANSAS,20,WHEAT,"5,750,000","8,100,000","1,436,925,000","201,250,000",35
2023,KENTUCKY,21,WHEAT,"460,000","610,000","271,216,000","40,480,000",88
2023,MARYLAND,24,WHEAT,"195,000","340,000","99,450,000","16,575,000",85
2023,MICHIGAN,26,WHEAT,"560,000","600,000","291,894,000","46,480,000",83
2023,MINNESOTA,27,WHEAT,"1,260,000","1,300,000","559,339,000","78,120,000",62
2023,MISSISSIPPI,28,WHEAT,"95,000","120,000","30,381,000","4,940,000",52
2023,MISSOURI,29,WHEAT,"600,000","780,000","279,720,000","42,000,000",70
2023,MONTANA,30,WHEAT,"4,985,000","5,255,000","1,318,232,000","185,505,000",37.2
2023,NEBRASKA,31,WHEAT,"880,000","1,130,000","239,131,000","36,960,000",42
2023,NEW JERSEY,34,WHEAT,"32,000","34,000","16,426,000","2,624,000",82
2023,NEW MEXICO,35,WHEAT,"85,000","405,000","5,937,000","935,000",11
2023,NEW YORK,36,WHEAT,"120,000","150,000","65,124,000","9,720,000",81
2023,NORTH CAROLINA,37,WHEAT,"400,000","480,000","183,960,000","28,000,000",70
2023,NORTH DAKOTA,38,WHEAT,"6,500,000","6,610,000","2,209,910,000","306,390,000",47.1
2023,OHIO,39,WHEAT,"590,000","650,000","325,503,000","53,100,000",90
2023,OKLAHOMA,40,WHEAT,"2,450,000","4,550,000","474,026,000","68,600,000",28
2023,OREGON,41,WHEAT,"720,000","740,000","242,726,000","40,320,000",56
2023,PENNSYLVANIA,42,WHEAT,"230,000","280,000","111,872,000","17,480,000",76
2023,SOUTH CAROLINA,45,WHEAT,"95,000","110,000","33,060,000","5,510,000",58
2023,SOUTH DAKOTA,46,WHEAT,"1,320,000","1,660,000","402,547,000","59,440,000",45
2023,TENNESSEE,47,WHEAT,"390,000","470,000","210,600,000","31,200,000",80
2023,TEXAS,48,WHEAT,"2,100,000","6,400,000","558,663,000","77,700,000",37
2023,UTAH,49,WHEAT,"87,000","105,000","29,280,000","4,611,000",53
2023,VIRGINIA,51,WHEAT,"135,000","200,000","67,392,000","10,530,000",78
2023,WASHINGTON,53,WHEAT,"2,240,000","2,300,000","672,207,000","113,120,000",50.5
2023,WISCONSIN,55,WHEAT,"230,000","280,000","103,132,000","17,480,000",76
2023,WYOMING,56,WHEAT,"90,000","115,000","17,145,000","2,700,000",30
2022,ALABAMA,1,CORN,290000,300000,251859000,34220000,118
2022,ARIZONA,4,CORN,45000,90000,84645000,9900000,220
2022,ARKANSAS,5,CORN,695000,710000,815193000,120235000,173
2022,CALIFORNIA,6,CORN,20000,360000,27258000,3540000,177
2022,COLORADO,8,CORN,970000,1340000,863843000,117370000,121
2022,CONNECTICUT,9,CORN,,24000,,,
2022,DELAWARE,10,CORN,156000,160000,177154000,26520000,170
2022,FLORIDA,12,CORN,56000,85000,68145000,9184000,164
2022,GEORGIA,13,CORN,375000,415000,465938000,65625000,175
2022,IDAHO,16,CORN,105000,310000,167152000,22680000,216
2022,ILLINOIS,17,CORN,10600000,10800000,14517760000,2268400000,214
2022,INDIANA,18,CORN,5130000,5250000,6316056000,974700000,190
2022,IOWA,19,CORN,12350000,12900000,16351400000,2470000000,200
2022,KANSAS,20,CORN,4440000,5500000,3594624000,510600000,115
2022,KENTUCKY,21,CORN,1330000,1420000,1394266000,207480000,156
2022,LOUISIANA,22,CORN,435000,450000,492507000,73950000,170
2022,MAINE,23,CORN,,29000,,,
2022,MARYLAND,24,CORN,360000,420000,387882000,59400000,165
2022,MASSACHUSETTS,25,CORN,,14000,,,
2022,MICHIGAN,26,CORN,1940000,2300000,2007667000,325920000,168
2022,MINNESOTA,27,CORN,7490000,8000000,9157649000,1460550000,195
2022,MISSISSIPPI,28,CORN,565000,580000,640456000,93225000,165
2022,MISSOURI,29,CORN,3110000,3350000,3359764000,500710000,161
2022,MONTANA,30,CORN,69000,130000,55332000,7728000,112
2022,NEBRASKA,31,CORN,8820000,9600000,9852381000,1455300000,165
